201.015,76.325,-72.290,4382.370,4.862,6.947,31.303,0.718,0.556,0.415,343.559,1.061,1070.061,1.055,398.628,104.992,1099.926,1.055,2.000
201.017,76.325,-72.312,4382.962,4.874,6.959,31.313,0.923,0.559,0.357,343.360,1.061,1069.773,1.055,398.399,104.966,1099.736,1.055,2.000
201.018,76.324,-72.334,4383.540,4.891,6.975,31.329,1.228,0.526,0.325,343.198,1.061,1070.112,1.056,398.243,104.966,1100.185,1.056,2.000
201.019,76.324,-72.356,4384.119,4.915,6.993,31.314,1.619,0.553,0.455,343.608,1.063,1071.743,1.057,398.641,105.123,1101.942,1.057,2.000
201.021,76.323,-72.378,4384.704,4.865,6.930,31.149,1.997,1.041,0.948,346.204,1.068,1073.258,1.057,401.336,105.658,1103.601,1.057,2.000
201.022,76.322,-72.400,4385.272,4.705,6.768,30.920,2.343,1.782,1.745,350.451,1.076,1074.341,1.057,405.861,106.408,1104.848,1.057,2.000
201.024,76.321,-72.421,4385.846,4.464,6.538,30.646,2.613,2.615,2.585,355.651,1.083,1075.004,1.056,411.433,107.231,1105.695,1.056,2.000
201.025,76.321,-72.443,4386.424,4.190,6.275,30.381,2.822,3.467,3.366,361.000,1.090,1074.927,1.054,417.203,108.002,1105.818,1.054,2.000
201.026,76.320,-72.465,4387.000,3.909,6.009,30.148,3.075,4.094,3.935,365.662,1.095,1074.478,1.052,422.199,108.553,1105.584,1.052,2.000
201.028,76.319,-72.486,4387.570,3.670,5.775,29.896,3.351,4.516,4.264,369.224,1.097,1073.254,1.050,425.756,108.821,1104.589,1.050,2.000
201.029,76.319,-72.508,4388.139,3.451,5.563,29.674,3.743,4.800,4.552,372.009,1.098,1071.566,1.048,428.454,108.926,1103.143,1.048,2.000
201.031,76.318,-72.529,4388.708,3.226,5.339,29.496,4.173,5.167,4.843,374.806,1.099,1069.266,1.045,431.317,109.031,1101.096,1.045,2.000
201.032,76.318,-72.551,4389.283,2.983,5.055,29.361,4.397,5.626,5.290,378.206,1.101,1067.734,1.042,435.082,109.184,1099.827,1.042,2.000
201.033,76.317,-72.578,4389.994,2.768,4.902,29.273,4.813,5.756,5.543,380.343,1.101,1066.285,1.041,437.415,109.336,1098.655,1.041,2.000
201.035,76.317,-72.608,4390.774,2.519,4.660,29.233,4.915,6.226,5.975,383.257,1.102,1063.639,1.037,440.894,109.514,1096.292,1.037,2.000
201.036,76.317,-72.637,4391.546,2.251,4.395,29.231,4.971,6.768,6.236,386.048,1.103,1059.765,1.033,444.382,109.618,1092.704,1.033,2.000
201.037,76.316,-72.666,4392.323,2.011,4.177,29.240,4.984,6.846,6.411,388.233,1.102,1058.712,1.032,447.137,109.671,1091.937,1.032,2.000
201.039,76.316,-72.691,4392.961,1.886,4.054,29.190,5.083,6.846,6.518,389.390,1.101,1058.087,1.031,448.383,109.633,1091.597,1.031,2.000
201.040,76.316,-72.701,4393.238,1.845,4.017,29.140,5.892,6.734,6.515,389.637,1.101,1058.189,1.031,448.499,109.565,1091.979,1.031,2.000
201.042,76.316,-72.704,4393.317,1.820,3.981,29.125,6.199,6.793,6.520,389.871,1.100,1057.543,1.030,448.719,109.525,1091.610,1.030,2.000
201.043,76.316,-72.704,4393.325,1.755,3.909,29.164,6.699,6.813,6.436,390.691,1.101,1058.165,1.031,449.854,109.598,1092.505,1.031,2.000
201.044,76.316,-72.704,4393.330,1.566,3.728,29.467,6.987,7.462,7.196,394.889,1.110,1061.652,1.033,456.105,110.572,1096.260,1.033,2.000
201.046,76.316,-72.705,4393.343,1.250,3.478,29.890,7.466,8.219,7.911,400.503,1.120,1065.390,1.035,464.612,111.861,1100.259,1.035,2.000
201.047,76.316,-72.705,4393.354,0.991,3.269,30.216,7.764,8.880,8.626,405.677,1.129,1069.427,1.037,472.174,113.037,1104.542,1.037,2.000
201.049,76.316,-72.705,4393.366,0.831,3.125,30.435,NaN,9.479,9.269,410.004,1.138,1073.529,1.040,478.222,114.052,1108.870,1.040,2.000
201.050,76.316,-72.705,4393.383,0.692,2.995,30.625,NaN,10.091,9.841,413.558,1.145,1075.742,1.040,483.216,114.847,1111.285,1.040,2.000
201.051,76.317,-72.705,4393.402,0.598,2.907,30.726,NaN,10.436,10.143,415.916,1.150,1077.439,1.041,486.388,115.343,1113.161,1.041,2.000
201.053,76.317,-72.705,4393.414,0.585,2.877,30.754,NaN,10.594,10.474,417.563,1.154,1080.423,1.044,488.386,115.737,1116.300,1.044,2.000
201.054,76.317,-72.705,4393.423,0.567,2.838,30.803,NaN,10.983,10.816,419.132,1.159,1081.404,1.044,490.410,116.105,1117.415,1.044,2.000
201.056,76.317,-72.705,4393.429,0.469,2.754,30.915,NaN,11.038,10.847,420.167,1.159,1081.755,1.044,492.090,116.245,1117.880,1.044,2.000
201.057,76.317,-72.705,4393.433,0.344,2.655,31.031,NaN,10.731,10.546,420.669,1.158,1082.758,1.046,493.181,116.199,1118.982,1.046,2.000
201.058,76.317,-72.705,4393.454,0.255,2.585,31.117,9.923,10.479,9.737,421.177,1.157,1084.157,1.048,494.097,116.200,1120.459,1.048,2.000
201.060,76.317,-72.706,4393.461,0.242,2.568,31.158,10.326,10.331,9.716,422.060,1.160,1087.622,1.051,495.375,116.448,1123.983,1.051,2.000
201.061,76.317,-72.706,4393.464,0.282,2.592,31.174,10.797,10.470,10.032,423.235,1.164,1090.909,1.054,496.759,116.859,1127.311,1.054,2.000
201.063,76.317,-72.706,4393.468,0.373,2.672,31.181,11.160,10.743,10.564,424.821,1.171,1095.693,1.058,498.598,117.550,1132.116,1.058,2.000
201.064,76.317,-72.706,4393.474,0.500,2.779,31.180,11.261,11.400,11.514,427.050,1.182,1100.106,1.061,501.160,118.505,1136.539,1.061,2.000
201.065,76.317,-72.706,4393.490,0.588,2.857,31.178,10.374,12.142,12.424,429.510,1.191,1103.296,1.062,504.021,119.434,1139.729,1.062,2.000
201.067,76.318,-72.706,4393.545,0.677,2.937,31.177,9.107,12.833,13.181,431.280,1.199,1105.110,1.062,506.035,120.170,1141.536,1.062,2.000
201.068,76.319,-72.711,4393.760,0.777,3.040,31.067,8.112,13.344,13.487,431.175,1.201,1102.876,1.059,505.523,120.376,1139.289,1.059,2.000
201.069,76.319,-72.725,4394.128,0.936,3.193,30.685,7.354,12.917,12.714,426.766,1.190,1096.165,1.054,498.667,119.210,1132.561,1.054,2.000
201.071,76.319,-72.742,4394.565,1.096,3.339,30.266,6.743,11.635,11.570,419.652,1.172,1088.583,1.050,488.815,117.286,1124.961,1.050,2.000
201.072,76.320,-72.760,4395.046,1.179,3.396,29.914,6.285,10.546,10.448,413.043,1.153,1079.027,1.043,479.784,115.301,1115.385,1.043,2.000
201.074,76.319,-72.780,4395.577,1.156,3.354,29.632,5.974,9.690,9.446,407.633,1.135,1068.260,1.035,472.522,113.436,1104.598,1.035,2.000
201.075,76.319,-72.800,4396.105,1.032,3.226,29.416,5.842,8.795,8.438,403.084,1.117,1057.783,1.027,466.509,111.635,1094.105,1.027,2.000
201.076,76.319,-72.820,4396.622,0.895,3.096,29.274,5.626,7.834,7.585,399.131,1.101,1049.620,1.021,461.430,110.049,1085.930,1.021,2.000
201.078,76.319,-72.839,4397.136,0.796,3.007,29.192,5.508,6.890,6.651,395.969,1.089,1045.062,1.019,457.422,108.839,1081.365,1.019,2.000
201.079,76.319,-72.856,4397.580,0.766,2.987,29.176,5.404,6.206,6.142,393.649,1.082,1043.174,1.018,454.556,108.095,1079.477,1.018,2.000
201.081,76.319,-72.872,4397.996,0.776,2.998,29.167,5.258,5.951,6.022,392.372,1.078,1041.885,1.018,452.929,107.739,1078.190,1.018,2.000
201.082,76.319,-72.890,4398.480,0.783,3.007,29.104,5.146,5.800,5.861,390.987,1.074,1038.962,1.015,450.970,107.294,1075.274,1.015,2.000
201.083,76.319,-72.906,4398.894,0.746,2.959,29.040,5.059,6.036,5.788,390.523,1.071,1034.221,1.010,450.182,106.969,1070.539,1.010,2.000
201.085,76.318,-72.920,4399.261,0.612,2.829,28.947,5.003,6.114,5.634,390.236,1.066,1028.329,1.005,449.596,106.459,1064.652,1.005,2.000
201.086,76.318,-72.935,4399.660,0.463,2.693,28.866,4.974,5.876,5.409,389.701,1.060,1023.994,1.001,448.780,105.879,1060.319,1.001,2.000
201.088,76.318,-72.951,4400.068,0.333,2.566,28.813,4.928,5.789,5.257,389.126,1.054,1019.091,0.997,448.009,105.337,1055.414,0.997,2.000
201.089,76.318,-72.965,4400.451,0.192,2.432,28.763,NaN,5.600,5.084,388.682,1.049,1015.083,0.993,447.411,104.815,1051.400,0.993,2.000
201.090,76.318,-72.980,4400.827,0.079,2.331,28.730,4.911,5.216,4.962,388.096,1.044,1013.160,0.992,446.679,104.359,1049.466,0.992,2.000
201.092,76.319,-72.994,4401.198,0.034,2.295,28.726,4.939,4.757,4.376,387.265,1.041,1013.276,0.993,445.724,104.016,1049.563,0.993,2.000
201.093,76.319,-73.011,4401.662,0.093,2.363,28.808,4.965,4.475,4.152,386.693,1.041,1016.230,0.997,445.244,104.108,1052.487,0.997,2.000
201.094,76.319,-73.029,4402.123,0.175,2.451,28.836,4.969,4.532,4.055,386.524,1.043,1017.826,0.998,445.054,104.313,1054.042,0.998,2.000
201.096,76.319,-73.047,4402.597,0.320,2.604,28.876,4.972,4.513,4.049,386.027,1.046,1020.963,1.001,444.476,104.607,1057.126,1.001,2.000
201.097,76.318,-73.064,4403.078,0.507,2.802,28.918,4.968,4.339,4.119,385.380,1.050,1026.141,1.006,443.699,104.980,1062.238,1.006,2.000
201.099,76.316,-73.082,4403.600,0.779,3.090,29.039,4.971,4.140,4.302,384.733,1.057,1034.508,1.015,443.139,105.660,1070.524,1.015,2.000
201.100,76.315,-73.104,4404.192,1.076,3.385,29.171,4.976,4.354,4.610,384.540,1.065,1041.537,1.021,443.135,106.494,1077.457,1.021,2.000
201.101,76.313,-73.126,4404.785,1.362,3.664,29.313,NaN,4.554,5.004,384.721,1.075,1049.522,1.028,443.610,107.405,1085.330,1.028,2.000
201.103,76.312,-73.148,4405.393,1.650,3.948,29.511,4.661,4.872,5.557,385.383,1.086,1058.368,1.036,444.840,108.520,1094.050,1.036,2.000
201.104,76.310,-73.173,4406.074,1.864,4.132,29.617,4.568,6.051,5.813,386.098,1.095,1057.557,1.032,445.846,109.301,1093.097,1.032,2.000
201.106,76.307,-73.197,4406.784,1.909,4.173,29.637,4.497,6.057,4.634,385.654,1.095,1057.707,1.033,445.305,109.275,1093.094,1.033,2.000
201.107,76.306,-73.210,4407.140,2.074,4.346,29.784,4.461,5.311,4.165,384.178,1.096,1065.374,1.041,443.948,109.431,1100.599,1.041,2.000
201.108,76.307,-73.212,4407.219,2.297,4.563,29.941,4.402,5.303,4.611,383.721,1.103,1071.600,1.047,443.747,110.001,1106.653,1.047,2.000
201.110,76.307,-73.212,4407.228,2.491,4.741,30.069,4.373,5.541,5.216,383.783,1.109,1076.254,1.051,444.091,110.596,1111.128,1.051,2.000
201.111,76.307,-73.212,4407.242,2.617,4.844,30.190,4.347,5.902,5.721,384.175,1.115,1078.860,1.053,444.852,111.082,1113.550,1.053,2.000
201.113,76.307,-73.211,4407.261,2.683,4.897,30.298,NaN,6.064,5.977,384.615,1.119,1081.499,1.055,445.669,111.438,1116.003,1.055,2.000
201.114,76.307,-73.211,4407.288,2.759,4.965,30.362,NaN,6.016,6.090,384.749,1.122,1084.956,1.058,445.972,111.710,1119.273,1.058,2.000
201.115,76.307,-73.211,4407.323,2.846,5.043,30.401,NaN,6.123,6.124,384.705,1.124,1086.720,1.059,445.974,111.934,1120.852,1.059,2.000
201.117,76.308,-73.210,4407.356,2.921,5.107,30.429,NaN,6.104,6.088,384.523,1.126,1088.679,1.061,445.788,112.069,1122.630,1.061,2.000
201.118,76.308,-73.210,4407.389,2.950,5.123,30.470,4.491,6.171,5.997,384.551,1.127,1089.346,1.062,445.930,112.152,1123.121,1.062,2.000
201.119,76.308,-73.210,4407.416,2.932,5.097,30.528,4.540,6.231,5.978,384.894,1.128,1089.823,1.062,446.552,112.233,1123.428,1.062,2.000
201.121,76.308,-73.209,4407.432,2.903,5.066,30.580,4.528,6.274,6.012,385.413,1.129,1090.587,1.063,447.365,112.345,1124.031,1.063,2.000
201.122,76.308,-73.208,4407.448,2.875,5.036,30.632,4.514,6.314,6.044,385.910,1.130,1091.331,1.063,448.148,112.454,1124.624,1.063,2.000
201.124,76.308,-73.208,4407.464,2.868,5.031,30.655,4.476,6.220,6.013,386.053,1.131,1092.518,1.065,448.385,112.501,1125.670,1.065,2.000
201.125,76.308,-73.208,4407.478,2.904,5.066,30.648,4.389,6.101,5.959,385.728,1.131,1093.537,1.066,447.956,112.495,1126.557,1.066,2.000
201.126,76.309,-73.208,4407.493,2.950,5.119,30.638,4.304,6.023,5.855,385.367,1.131,1094.385,1.067,447.444,112.518,1127.283,1.067,2.000
201.128,76.309,-73.207,4407.504,2.993,5.154,30.626,4.223,5.981,5.791,385.080,1.131,1095.011,1.067,447.033,112.515,1127.797,1.067,2.000
201.129,76.309,-73.207,4407.508,3.052,5.210,30.606,4.151,5.750,5.726,384.461,1.131,1096.659,1.069,446.191,112.466,1129.345,1.069,2.000
201.131,76.309,-73.207,4407.519,3.099,5.260,30.592,4.080,5.629,5.579,383.811,1.130,1096.985,1.070,445.335,112.394,1129.581,1.070,2.000
201.132,76.309,-73.207,4407.538,3.137,5.297,30.579,4.029,5.534,5.407,383.393,1.130,1097.531,1.071,444.765,112.357,1130.045,1.071,2.000
201.133,76.309,-73.207,4407.550,3.176,5.332,30.566,4.017,5.453,5.364,382.952,1.130,1097.894,1.071,444.175,112.309,1130.335,1.071,2.000
201.135,76.309,-73.206,4407.561,3.213,5.366,30.557,3.998,5.318,5.299,382.425,1.129,1098.465,1.072,443.493,112.233,1130.842,1.072,2.000
201.136,76.309,-73.206,4407.579,3.246,5.396,30.552,3.984,5.242,5.214,381.881,1.128,1098.387,1.072,442.797,112.145,1130.708,1.072,2.000
201.137,76.309,-73.205,4407.601,3.261,5.408,30.558,3.942,5.261,5.169,381.637,1.128,1097.982,1.072,442.533,112.110,1130.255,1.072,2.000
201.139,76.310,-73.205,4407.623,3.253,5.398,30.579,3.915,5.226,5.117,381.531,1.128,1097.897,1.072,442.491,112.073,1130.130,1.072,2.000
201.140,76.310,-73.205,4407.633,3.265,5.412,30.585,3.887,5.139,5.044,381.213,1.127,1098.072,1.072,442.113,112.017,1130.273,1.072,2.000
201.142,76.310,-73.205,4407.640,3.285,5.434,30.586,3.859,5.045,4.976,380.836,1.127,1098.321,1.073,441.649,111.962,1130.497,1.073,2.000
201.143,76.310,-73.204,4407.646,3.310,5.461,30.581,3.849,5.008,4.955,380.584,1.127,1098.552,1.073,441.316,111.955,1130.708,1.073,2.000
201.144,76.310,-73.204,4407.655,3.335,5.486,30.576,3.839,4.989,4.922,380.334,1.126,1098.640,1.073,440.986,111.945,1130.780,1.073,2.000
201.146,76.310,-73.204,4407.667,3.364,5.513,30.571,3.833,4.985,4.889,380.031,1.126,1098.539,1.073,440.594,111.922,1130.667,1.073,2.000
201.147,76.310,-73.204,4407.681,3.373,5.520,30.570,3.827,4.990,4.846,379.884,1.126,1098.319,1.073,440.414,111.895,1130.439,1.073,2.000
201.149,76.310,-73.204,4407.702,3.349,5.494,30.582,3.813,5.052,4.839,380.174,1.126,1098.069,1.072,440.811,111.923,1130.184,1.072,2.000
201.150,76.310,-73.205,4407.723,3.348,5.499,30.579,3.802,5.019,4.783,380.118,1.126,1098.122,1.072,440.730,111.915,1130.237,1.072,2.000
201.151,76.310,-73.206,4407.740,3.375,5.530,30.569,3.780,4.920,4.711,379.736,1.126,1098.521,1.073,440.220,111.874,1130.638,1.073,2.000
201.153,76.310,-73.206,4407.754,3.430,5.587,30.553,3.764,4.762,4.670,379.196,1.126,1099.684,1.074,439.485,111.853,1131.805,1.074,2.000
201.154,76.311,-73.206,4407.770,3.485,5.643,30.537,3.749,4.769,4.711,378.898,1.126,1100.161,1.075,439.033,111.896,1132.289,1.075,2.000
201.156,76.311,-73.206,4407.788,3.537,5.694,30.523,3.743,4.749,4.747,378.605,1.127,1100.791,1.076,438.598,111.930,1132.929,1.076,2.000
201.157,76.311,-73.206,4407.797,3.569,5.724,30.513,3.754,4.817,4.766,378.409,1.127,1100.461,1.075,438.311,111.942,1132.611,1.075,2.000
201.158,76.311,-73.206,4407.812,3.575,5.729,30.511,3.819,4.824,4.747,378.316,1.127,1100.271,1.075,438.192,111.925,1132.437,1.075,2.000
201.160,76.311,-73.205,4407.834,3.576,5.728,30.511,3.890,4.844,4.753,378.367,1.127,1100.263,1.075,438.240,111.938,1132.447,1.075,2.000
201.161,76.310,-73.204,4407.924,3.557,5.704,30.520,3.946,4.993,4.929,378.714,1.128,1099.571,1.074,438.708,111.986,1131.777,1.074,2.000
201.162,76.309,-73.206,4408.028,3.475,5.646,30.545,NaN,5.061,5.048,379.330,1.127,1098.739,1.073,439.569,112.040,1130.970,1.073,2.000
201.164,76.310,-73.209,4408.115,3.326,5.478,30.571,4.194,5.382,5.263,381.016,1.128,1097.054,1.071,441.810,112.125,1129.310,1.071,2.000
201.165,76.310,-73.211,4408.181,3.250,5.403,30.581,NaN,5.474,5.402,381.878,1.129,1096.783,1.070,442.923,112.191,1129.063,1.070,2.000
201.167,76.310,-73.214,4408.267,3.142,5.288,30.698,4.300,5.750,5.675,383.162,1.131,1096.098,1.069,444.934,112.367,1128.394,1.069,2.000
201.168,76.309,-73.213,4408.360,3.037,5.195,30.784,4.356,5.833,5.797,384.271,1.132,1096.383,1.069,446.589,112.512,1128.685,1.069,2.000
201.169,76.308,-73.210,4408.491,3.042,5.210,30.749,4.410,5.655,5.762,384.074,1.131,1097.192,1.070,446.231,112.471,1129.487,1.070,2.000
201.171,76.307,-73.210,4408.609,3.031,5.184,30.720,4.471,5.805,5.841,384.436,1.131,1096.459,1.069,446.580,112.480,1128.729,1.069,2.000
201.172,76.307,-73.211,4408.619,2.978,5.136,30.700,4.483,5.820,5.780,384.779,1.131,1095.689,1.069,446.954,112.442,1127.916,1.069,2.000
201.174,76.307,-73.212,4408.641,2.926,5.084,30.741,NaN,5.822,5.751,385.039,1.130,1095.283,1.068,447.439,112.414,1127.450,1.068,2.000
201.175,76.307,-73.211,4408.666,2.865,5.026,30.821,NaN,5.839,5.747,385.418,1.130,1095.137,1.068,448.204,112.437,1127.225,1.068,2.000
201.176,76.307,-73.209,4408.723,2.846,5.016,30.824,NaN,5.750,5.741,385.578,1.130,1095.860,1.069,448.411,112.458,1127.852,1.069,2.000
201.178,76.307,-73.207,4408.789,2.872,5.039,30.798,NaN,5.764,5.725,385.386,1.130,1095.709,1.069,448.054,112.444,1127.589,1.069,2.000
201.179,76.306,-73.205,4408.854,2.858,5.026,30.873,NaN,5.725,5.666,385.147,1.130,1095.520,1.069,448.047,112.400,1126.964,1.069,2.000
201.181,76.306,-73.205,4408.899,2.843,5.014,30.904,4.517,5.614,5.556,384.852,1.129,1095.402,1.069,447.816,112.307,1126.400,1.069,2.000
201.182,76.306,-73.204,4408.918,2.838,5.009,30.891,4.527,5.516,5.463,384.702,1.128,1095.527,1.069,447.598,112.239,1126.068,1.069,2.000
201.183,76.306,-73.203,4408.947,2.832,5.003,30.860,4.522,5.475,5.414,384.819,1.128,1095.824,1.070,447.636,112.230,1125.899,1.070,2.000
201.185,76.306,-73.202,4408.975,2.820,4.989,30.830,4.489,5.456,5.380,385.048,1.128,1096.082,1.070,447.817,112.234,1125.681,1.070,2.000
201.186,76.306,-73.202,4408.999,2.810,4.977,30.812,4.416,5.405,5.335,385.167,1.128,1096.453,1.070,447.898,112.223,1125.571,1.070,2.000
201.188,76.306,-73.201,4409.021,2.815,4.982,30.823,4.359,5.302,5.271,384.982,1.128,1097.014,1.071,447.715,112.190,1125.650,1.071,2.000
201.189,76.306,-73.200,4409.042,2.846,5.015,30.844,4.242,5.162,5.268,384.568,1.128,1098.036,1.072,447.275,112.175,1126.195,1.072,2.000
201.190,76.306,-73.199,4409.070,2.897,5.063,30.870,4.083,5.066,5.238,383.910,1.127,1098.565,1.073,446.550,112.131,1126.258,1.073,2.000
201.192,76.306,-73.198,4409.106,2.933,NaN,30.865,3.894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.193,76.307,-73.197,4409.149,2.971,NaN,30.856,3.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.194,76.307,-73.196,4409.192,3.017,NaN,30.876,3.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.196,76.307,-73.195,4409.236,3.061,NaN,30.904,3.536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.197,76.308,-73.194,4409.283,3.099,NaN,30.934,3.538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.199,76.308,-73.193,4409.327,3.123,NaN,30.960,3.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.200,76.308,-73.192,4409.364,3.131,NaN,30.975,3.651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.201,76.309,-73.191,4409.398,3.129,NaN,31.001,3.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.203,76.309,-73.191,4409.436,3.128,NaN,30.998,3.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.204,76.310,-73.190,4409.527,3.131,NaN,30.959,3.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.206,76.311,-73.191,4409.641,3.117,NaN,30.891,4.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.207,76.312,-73.191,4409.755,3.072,NaN,30.822,4.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.208,76.313,-73.191,4409.873,3.042,NaN,30.758,4.131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.210,76.314,-73.191,4409.998,3.029,NaN,30.706,4.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.211,76.315,-73.192,4410.119,3.022,NaN,30.665,4.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.213,76.316,-73.194,4410.232,3.013,NaN,30.635,4.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.214,76.317,-73.195,4410.340,3.011,NaN,30.611,4.178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.215,76.318,-73.197,4410.449,3.013,NaN,30.595,4.153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.217,76.318,-73.200,4410.558,3.021,NaN,30.584,4.136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.218,76.319,-73.202,4410.669,3.039,NaN,30.578,4.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.219,76.320,-73.207,4410.806,3.063,NaN,30.577,4.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
201.221,76.319,-73.210,4410.923,3.094,5.368,30.582,4.087,4.680,4.643,379.446,1.117,1091.860,1.067,440.059,111.373,1123.968,1.067,2.000
201.222,76.318,-73.210,4411.042,3.128,5.373,30.594,4.074,4.789,4.757,379.414,1.118,1091.881,1.067,440.048,111.383,1124.207,1.067,2.000
201.224,76.317,-73.208,4411.213,3.147,5.372,30.608,4.026,4.914,4.807,379.565,1.120,1091.919,1.067,440.277,111.437,1124.462,1.067,2.000
201.225,76.315,-73.208,4411.426,3.163,5.373,30.624,3.858,5.022,4.833,379.700,1.121,1091.981,1.067,440.488,111.495,1124.742,1.067,2.000
201.226,76.313,-73.207,4411.659,3.192,5.395,30.645,3.632,4.979,4.824,379.611,1.121,1093.037,1.068,440.432,111.543,1126.015,1.068,2.000
201.228,76.310,-73.206,4411.906,3.274,5.475,30.671,3.431,4.867,4.805,378.975,1.122,1094.592,1.070,439.704,111.586,1127.785,1.070,2.000
201.229,76.308,-73.205,4412.156,3.387,5.585,30.699,3.289,4.800,4.779,378.013,1.122,1095.672,1.071,438.573,111.611,1129.071,1.071,2.000
201.231,76.306,-73.204,4412.404,3.497,5.689,30.723,3.189,4.675,4.539,376.684,1.122,1096.028,1.071,437.004,111.505,1129.617,1.071,2.000
201.232,76.305,-73.208,4412.567,3.588,5.770,30.738,3.096,4.465,4.322,375.427,1.120,1096.676,1.072,435.503,111.352,1130.439,1.072,2.000
201.233,76.305,-73.209,4412.602,3.650,5.827,30.744,3.019,4.327,4.240,374.633,1.120,1097.223,1.073,434.533,111.268,1131.150,1.073,2.000
201.235,76.305,-73.208,4412.639,3.691,5.862,30.746,2.968,4.278,4.263,374.410,1.120,1098.137,1.074,434.243,111.292,1131.836,1.074,2.000
201.236,76.305,-73.206,4412.687,3.718,5.883,30.755,NaN,4.280,4.269,374.242,1.121,1098.423,1.075,434.074,111.309,1131.893,1.075,2.000
201.238,76.305,-73.205,4412.732,3.719,5.877,30.816,NaN,4.300,4.293,373.784,1.120,1097.355,1.074,433.713,111.198,1130.601,1.074,2.000
201.239,76.306,-73.203,4412.768,3.683,5.839,30.912,NaN,4.224,4.176,373.153,1.118,1095.836,1.072,433.306,110.987,1128.869,1.072,2.000
201.240,76.306,-73.202,4412.797,3.656,5.813,31.000,NaN,4.063,4.006,372.323,1.115,1094.640,1.071,432.628,110.741,1127.479,1.071,2.000
201.242,76.305,-73.201,4412.833,3.622,5.777,31.084,NaN,3.963,3.901,371.729,1.113,1093.394,1.071,432.220,110.538,1126.058,1.071,2.000
201.243,76.305,-73.200,4412.868,3.599,5.756,31.118,3.132,3.823,3.836,371.340,1.111,1093.028,1.070,431.884,110.392,1125.542,1.070,2.000
201.244,76.305,-73.199,4412.904,3.592,5.750,31.117,3.225,3.725,3.764,371.010,1.110,1092.697,1.070,431.496,110.276,1125.083,1.070,2.000
201.246,76.306,-73.198,4412.941,3.591,5.749,31.114,3.256,3.662,3.723,370.707,1.109,1092.264,1.070,431.128,110.179,1124.549,1.070,2.000
201.247,76.306,-73.196,4412.979,3.593,5.749,31.119,3.242,3.662,3.701,370.467,1.109,1091.617,1.069,430.856,110.110,1123.824,1.069,2.000
201.249,76.306,-73.195,4413.016,3.571,5.719,31.140,3.226,3.715,3.750,370.638,1.109,1091.245,1.069,431.152,110.102,1123.400,1.069,2.000
201.250,76.306,-73.193,4413.055,3.512,5.664,31.157,3.203,3.804,3.862,371.394,1.109,1091.246,1.069,432.153,110.201,1123.373,1.069,2.000
201.251,76.306,-73.192,4413.091,3.489,5.646,31.141,3.170,3.826,3.898,371.900,1.110,1091.845,1.069,432.715,110.294,1123.954,1.069,2.000
201.253,76.306,-73.191,4413.128,3.484,5.640,31.133,3.138,3.926,3.951,372.285,1.111,1091.965,1.069,433.150,110.389,1124.061,1.069,2.000
201.254,76.306,-73.190,4413.164,3.467,5.625,31.151,3.097,3.964,3.934,372.464,1.111,1091.827,1.069,433.432,110.418,1123.918,1.069,2.000
201.256,76.306,-73.188,4413.199,3.456,5.619,31.166,3.069,3.880,3.854,372.367,1.111,1092.080,1.069,433.372,110.385,1124.172,1.069,2.000
201.257,76.306,-73.187,4413.233,3.473,5.638,31.135,3.069,3.751,3.807,372.254,1.111,1093.068,1.071,433.118,110.376,1125.166,1.071,2.000
